sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Prolific_id,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,distraction,duration,education,ended_on,familiarity,gender,headphone_check_performance,item,list,music_frequency,offensiveness,pleasantness,position_correct,preference,response,response_action,snippet_file,song_name,song_rating,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
Prolific ID,html.Form,0,2021-04-24T19:33:53.369Z,"{""labjs_version"":""20.2.2"",""labjs_build"":{""flavor"":""production"",""commit"":""a25486e0c714a0ae2ce03ff94b7bb6896854dcfa""},""location"":""https://run.pavlovia.org/mvasilev/prolific_music_a/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/London"",""timezoneOffset"":-60,""screen_width"":1366,""screen_height"":768,""scroll_width"":1366,""scroll_height"":609,""window_innerWidth"":1366,""window_innerHeight"":657,""devicePixelRatio"":1}",,,,,,,,,,,,,,,5d8cef3c28e183001a335ab0,,,,,,,,,,,,,,,9335.724000001675,,form submission,,,,,,,,,,,,,,,,,,,,,39010.64999998198,39005.55000000168,29602.817,29604.005000001052,29669.826,39071.241,{},,
Introduction,html.Screen,1_0,2021-04-24T19:33:59.769Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330.73899999509,,response,,,,,,,,,,,continue,click button,,,,,,,,,45411.01999999955,45401.97999999509,38969.683,39013.22500000242,39071.241,45452.51,,,
Volume calibration,html.Screen,1_1,2021-04-24T19:34:18.668Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18845.984999995453,,response,,,,,,,,,,,continue,click button,,,,,,,,,64310.06499999785,64298.494999995455,45402.487,45411.68999997899,45452.51,64327.319,,,
Task instructions,html.Screen,1_2,2021-04-24T19:34:22.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4062.1409999766765,,response,,,,,,,,,,,continue,click button,,,,,,,,,68390.78499999596,68389.45999997668,64286.142,64310.56499999249,64327.319,68401.874,,,
Sounds,html.Screen,1_3_0_0,2021-04-24T19:34:27.004Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251.006999999998,,timeout,,,,,,,,,2,,,,,,,,O,S,I,,72645.67499997793,72635.019,68385.322,68391.11499997671,68401.874,72652.881,,,
Judgement,html.Screen,1_3_0_1,2021-04-24T19:34:27.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,690.3539999784552,,response,,,,,,,,,2,,2,click #choice-2,,,,,O,S,I,,73345.71500000311,73343.23499997845,72635.019,72646.28499999526,72652.881,73351.583,,,
Trial,flow.Sequence,1_3_0,2021-04-24T19:34:27.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4941.360999978453,,completion,,,,,,,,,2,,,,,,,,O,S,I,,73346.70999998343,73343.23499997845,68385.322,68391.0399999877,68401.874,73351.583,,,
Sounds,html.Screen,1_3_1_0,2021-04-24T19:34:31.950Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.918000000005,,timeout,,,,,,,,,1,,,,,,,,S,O,I,,77591.67999998317,77584.359,73334.735,73347.24000000278,73351.583,77602.501,,,
Judgement,html.Screen,1_3_1_1,2021-04-24T19:34:32.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,547.3090000026132,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,O,I,,78154.24999999232,78149.81000000262,77584.359,77592.21000000252,77602.501,78169.198,,,
Trial,flow.Sequence,1_3_1,2021-04-24T19:34:32.513Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4798.227000002618,,completion,,,,,,,,,1,,,,,,,,S,O,I,,78154.95499997633,78149.81000000262,73334.735,73347.06999998889,73351.583,78169.198,,,
Sounds,html.Screen,1_3_2_0,2021-04-24T19:34:36.761Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.739000000001,,timeout,,,,,,,,,1,,,,,,,,S,I,O,,82402.48999997857,82400.863,78152.103,78155.6500000006,78169.198,82418.937,,,
Judgement,html.Screen,1_3_2_1,2021-04-24T19:34:37.256Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,476.80299997809925,,response,,,,,,,,,1,,1,click #choice-1,,,,,S,I,O,,82897.99499997753,82895.7399999781,82400.863,82402.90499999537,82418.937,82900.878,,,
Trial,flow.Sequence,1_3_2,2021-04-24T19:34:37.257Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726.541999978101,,completion,,,,,,,,,1,,,,,,,,S,I,O,,82898.6900000018,82895.7399999781,78152.103,78155.28499998618,78169.198,82900.878,,,
Sounds,html.Screen,1_3_3_0,2021-04-24T19:34:41.493Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.748000000007,,timeout,,,,,,,,,3,,,,,,,,I,O,S,,87135.23499999428,87133.879,82884.324,82899.17999997851,82900.878,87150.626,,,
Judgement,html.Screen,1_3_3_1,2021-04-24T19:34:41.990Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,,477.8989999782498,,response,,,,,,,,,3,,3,click #choice-3,,,,,I,O,S,,87632.23999997717,87628.52499997825,87133.879,87135.39999999921,87150.626,87634.323,,,
Trial,flow.Sequence,1_3_3,2021-04-24T19:34:41.991Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4727.646999978257,,completion,,,,,,,,,3,,,,,,,,I,O,S,,87632.97499998589,87628.52499997825,82884.324,82899.00499998475,82900.878,87634.323,,,
Sounds,html.Screen,1_3_4_0,2021-04-24T19:34:46.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249.793999999994,,timeout,,,,,,,,,2,,,,,,,,I,S,O,,91879.39999997616,91867.563,87617.313,87633.51499999408,87634.323,91884.117,,,
